Type,Direction,Value,BaseNode,BaseMember
MEMBER,UNI GZ,-0.425,,1545
MEMBER,UNI GZ,-0.425,,1571
MEMBER,UNI GZ,-0.425,,1573
MEMBER,UNI GZ,-0.425,,1599
MEMBER,UNI GZ,-0.425,,1600
MEMBER,UNI GZ,-0.425,,1613
MEMBER,UNI GZ,-0.425,,1614
MEMBER,UNI GZ,-0.425,,1627
MEMBER,UNI GZ,-0.425,,1628
MEMBER,UNI GZ,-0.425,,1648
MEMBER,UNI GZ,-0.425,,1650
MEMBER,UNI GZ,-0.425,,1676
MEMBER,UNI GZ,-0.425,,1678
MEMBER,UNI GZ,-0.425,,1704
MEMBER,UNI GZ,-0.425,,1705
MEMBER,UNI GZ,-0.425,,9881
MEMBER,UNI GZ,-0.425,,9882
MEMBER,UNI GZ,-0.425,,9885
MEMBER,UNI GZ,-0.425,,9886
MEMBER,UNI GZ,-0.425,,9909
MEMBER,UNI GZ,-0.425,,9910
MEMBER,UNI GZ,-0.425,,9912
MEMBER,UNI GZ,-0.425,,9914
MEMBER,UNI GZ,-0.425,,9916
MEMBER,UNI GZ,-0.425,,9918
MEMBER,UNI GZ,-0.425,,9920
MEMBER,UNI GZ,-0.425,,9921
MEMBER,UNI GZ,-0.425,,9922
MEMBER,UNI GZ,-0.425,,9923
MEMBER,UNI GZ,-0.425,,9924
MEMBER,UNI GZ,-0.425,,9925
MEMBER,UNI GZ,-0.425,,9927
MEMBER,UNI GZ,-0.425,,9929
MEMBER,UNI GZ,-0.425,,9931
MEMBER,UNI GZ,-0.425,,9933
MEMBER,UNI GZ,-0.425,,9935
MEMBER,UNI GZ,-0.425,,9936
MEMBER,UNI GZ,-0.425,,9937
MEMBER,UNI GZ,-0.425,,9938
MEMBER,UNI GZ,-0.425,,9941
MEMBER,UNI GZ,-0.425,,9942
MEMBER,UNI GZ,-0.425,,9965
MEMBER,UNI GZ,-0.425,,9966
MEMBER,UNI GZ,-0.425,,9968
MEMBER,UNI GZ,-0.425,,9970
MEMBER,UNI GZ,-0.425,,9972
MEMBER,UNI GZ,-0.425,,9974
MEMBER,UNI GZ,-0.425,,9976
MEMBER,UNI GZ,-0.425,,9977
MEMBER,UNI GZ,-0.425,,9978
MEMBER,UNI GZ,-0.425,,9979
MEMBER,UNI GZ,-0.425,,9980
MEMBER,UNI GZ,-0.425,,9981
MEMBER,UNI GZ,-0.425,,9983
MEMBER,UNI GZ,-0.425,,9985
MEMBER,UNI GZ,-0.425,,9987
MEMBER,UNI GZ,-0.425,,9989
MEMBER,UNI GZ,-0.425,,9991
MEMBER,UNI GZ,-0.425,,9992
MEMBER,UNI GZ,-0.425,,9993
MEMBER,UNI GZ,-0.425,,9994
MEMBER,UNI GZ,-0.425,,9997
MEMBER,UNI GZ,-0.425,,9998
MEMBER,UNI GZ,-0.425,,10021
MEMBER,UNI GZ,-0.425,,10022
MEMBER,UNI GZ,-0.425,,10024
MEMBER,UNI GZ,-0.425,,10026
MEMBER,UNI GZ,-0.425,,10028
MEMBER,UNI GZ,-0.425,,10030
MEMBER,UNI GZ,-0.425,,10032
MEMBER,UNI GZ,-0.425,,10033
MEMBER,UNI GZ,-0.425,,10034
MEMBER,UNI GZ,-0.425,,10035
MEMBER,UNI GZ,-0.425,,10036
MEMBER,UNI GZ,-0.425,,10037
MEMBER,UNI GZ,-0.425,,10039
MEMBER,UNI GZ,-0.425,,10041
MEMBER,UNI GZ,-0.425,,10043
MEMBER,UNI GZ,-0.425,,10045
MEMBER,UNI GZ,-0.425,,10047
MEMBER,UNI GZ,-0.425,,10048
MEMBER,UNI GZ,-0.425,,10049
MEMBER,UNI GZ,-0.425,,10050
MEMBER,UNI GZ,-0.425,,10053
MEMBER,UNI GZ,-0.425,,10054
MEMBER,UNI GZ,-0.4727,,495
MEMBER,UNI GZ,-0.4727,,496
MEMBER,UNI GZ,-0.4727,,497
MEMBER,UNI GZ,-0.4727,,498
MEMBER,UNI GZ,-0.4727,,499
MEMBER,UNI GZ,-0.4727,,520
MEMBER,UNI GZ,-0.4727,,521
MEMBER,UNI GZ,-0.4727,,522
MEMBER,UNI GZ,-0.4727,,523
MEMBER,UNI GZ,-0.4727,,524
MEMBER,UNI GZ,-0.4727,,527
MEMBER,UNI GZ,-0.4727,,528
MEMBER,UNI GZ,-0.4727,,529
MEMBER,UNI GZ,-0.4727,,530
MEMBER,UNI GZ,-0.4727,,531
MEMBER,UNI GZ,-0.4727,,532
MEMBER,UNI GZ,-0.4727,,533
MEMBER,UNI GZ,-0.4727,,534
MEMBER,UNI GZ,-0.4727,,535
MEMBER,UNI GZ,-0.4727,,580
MEMBER,UNI GZ,-0.4727,,581
MEMBER,UNI GZ,-0.4727,,582
MEMBER,UNI GZ,-0.4727,,583
MEMBER,UNI GZ,-0.4727,,584
MEMBER,UNI GZ,-0.4727,,585
MEMBER,UNI GZ,-0.4727,,586
MEMBER,UNI GZ,-0.4727,,587
MEMBER,UNI GZ,-0.4727,,588
MEMBER,UNI GZ,-0.4727,,591
MEMBER,UNI GZ,-0.4727,,592
MEMBER,UNI GZ,-0.4727,,593
MEMBER,UNI GZ,-0.4727,,594
MEMBER,UNI GZ,-0.4727,,595
MEMBER,UNI GZ,-0.4727,,616
MEMBER,UNI GZ,-0.4727,,617
MEMBER,UNI GZ,-0.4727,,618
MEMBER,UNI GZ,-0.4727,,619
MEMBER,UNI GZ,-0.4727,,620
MEMBER,UNI GZ,-0.4727,,9156
MEMBER,UNI GZ,-0.4727,,9157
MEMBER,UNI GZ,-0.4727,,9158
MEMBER,UNI GZ,-0.4727,,9159
MEMBER,UNI GZ,-0.4727,,9160
MEMBER,UNI GZ,-0.4727,,9181
MEMBER,UNI GZ,-0.4727,,9182
MEMBER,UNI GZ,-0.4727,,9183
MEMBER,UNI GZ,-0.4727,,9184
MEMBER,UNI GZ,-0.4727,,9185
MEMBER,UNI GZ,-0.4727,,9188
MEMBER,UNI GZ,-0.4727,,9189
MEMBER,UNI GZ,-0.4727,,9190
MEMBER,UNI GZ,-0.4727,,9191
MEMBER,UNI GZ,-0.4727,,9192
MEMBER,UNI GZ,-0.4727,,9193
MEMBER,UNI GZ,-0.4727,,9194
MEMBER,UNI GZ,-0.4727,,9195
MEMBER,UNI GZ,-0.4727,,9196
MEMBER,UNI GZ,-0.4727,,9241
MEMBER,UNI GZ,-0.4727,,9242
MEMBER,UNI GZ,-0.4727,,9243
MEMBER,UNI GZ,-0.4727,,9244
MEMBER,UNI GZ,-0.4727,,9245
MEMBER,UNI GZ,-0.4727,,9246
MEMBER,UNI GZ,-0.4727,,9247
MEMBER,UNI GZ,-0.4727,,9248
MEMBER,UNI GZ,-0.4727,,9249
MEMBER,UNI GZ,-0.4727,,9252
MEMBER,UNI GZ,-0.4727,,9253
MEMBER,UNI GZ,-0.4727,,9254
MEMBER,UNI GZ,-0.4727,,9255
MEMBER,UNI GZ,-0.4727,,9256
MEMBER,UNI GZ,-0.4727,,9277
MEMBER,UNI GZ,-0.4727,,9278
MEMBER,UNI GZ,-0.4727,,9279
MEMBER,UNI GZ,-0.4727,,9280
MEMBER,UNI GZ,-0.4727,,9281
MEMBER,UNI GZ,-0.35,,494
MEMBER,UNI GZ,-0.35,,525
MEMBER,UNI GZ,-0.35,,590
MEMBER,UNI GZ,-0.35,,621
MEMBER,UNI GZ,-0.35,,9155
MEMBER,UNI GZ,-0.35,,9186
MEMBER,UNI GZ,-0.35,,9251
MEMBER,UNI GZ,-0.35,,9282
MEMBER,UNI GZ,-0.15,,1791
MEMBER,UNI GZ,-0.15,,1802
MEMBER,UNI GZ,-0.15,,1805
MEMBER,UNI GZ,-0.15,,1816
MEMBER,UNI GZ,-0.15,,8186
MEMBER,UNI GZ,-0.15,,8197
MEMBER,UNI GZ,-0.15,,8200
MEMBER,UNI GZ,-0.15,,8211
MEMBER,UNI GZ,-0.306,,778
MEMBER,UNI GZ,-0.306,,780
MEMBER,UNI GZ,-0.306,,796
MEMBER,UNI GZ,-0.306,,798
MEMBER,UNI GZ,-0.306,,800
MEMBER,UNI GZ,-0.306,,801
MEMBER,UNI GZ,-0.306,,818
MEMBER,UNI GZ,-0.306,,819
MEMBER,UNI GZ,-0.306,,821
MEMBER,UNI GZ,-0.306,,822
MEMBER,UNI GZ,-0.306,,833
MEMBER,UNI GZ,-0.306,,834
MEMBER,UNI GZ,-0.306,,835
MEMBER,UNI GZ,-0.306,,836
MEMBER,UNI GZ,-0.306,,847
MEMBER,UNI GZ,-0.306,,848
MEMBER,UNI GZ,-0.306,,860
MEMBER,UNI GZ,-0.306,,861
MEMBER,UNI GZ,-0.306,,872
MEMBER,UNI GZ,-0.306,,873
MEMBER,UNI GZ,-0.306,,898
MEMBER,UNI GZ,-0.306,,899
MEMBER,UNI GZ,-0.306,,910
MEMBER,UNI GZ,-0.306,,911
MEMBER,UNI GZ,-0.306,,931
MEMBER,UNI GZ,-0.306,,932
MEMBER,UNI GZ,-0.306,,943
MEMBER,UNI GZ,-0.306,,944
MEMBER,UNI GZ,-0.306,,955
MEMBER,UNI GZ,-0.306,,956
MEMBER,UNI GZ,-0.306,,962
MEMBER,UNI GZ,-0.306,,964
MEMBER,UNI GZ,-0.306,,965
MEMBER,UNI GZ,-0.306,,976
MEMBER,UNI GZ,-0.306,,977
MEMBER,UNI GZ,-0.306,,1026
MEMBER,UNI GZ,-0.306,,1027
MEMBER,UNI GZ,-0.306,,1038
MEMBER,UNI GZ,-0.306,,1039
MEMBER,UNI GZ,-0.306,,1041
MEMBER,UNI GZ,-0.306,,1042
MEMBER,UNI GZ,-0.306,,1048
MEMBER,UNI GZ,-0.306,,1059
MEMBER,UNI GZ,-0.306,,1060
MEMBER,UNI GZ,-0.306,,1071
MEMBER,UNI GZ,-0.306,,1072
MEMBER,UNI GZ,-0.306,,1092
MEMBER,UNI GZ,-0.306,,1093
MEMBER,UNI GZ,-0.306,,1104
MEMBER,UNI GZ,-0.306,,1105
MEMBER,UNI GZ,-0.306,,1130
MEMBER,UNI GZ,-0.306,,1131
MEMBER,UNI GZ,-0.306,,1142
MEMBER,UNI GZ,-0.306,,1143
MEMBER,UNI GZ,-0.306,,1155
MEMBER,UNI GZ,-0.306,,1156
MEMBER,UNI GZ,-0.306,,1167
MEMBER,UNI GZ,-0.306,,1168
MEMBER,UNI GZ,-0.306,,1169
MEMBER,UNI GZ,-0.306,,1170
MEMBER,UNI GZ,-0.306,,1181
MEMBER,UNI GZ,-0.306,,1182
MEMBER,UNI GZ,-0.306,,1184
MEMBER,UNI GZ,-0.306,,1185
MEMBER,UNI GZ,-0.306,,1202
MEMBER,UNI GZ,-0.306,,1203
MEMBER,UNI GZ,-0.306,,1205
MEMBER,UNI GZ,-0.306,,1207
MEMBER,UNI GZ,-0.306,,1223
MEMBER,UNI GZ,-0.306,,1225
MEMBER,UNI GZ,-0.306,,3142
MEMBER,UNI GZ,-0.306,,3144
MEMBER,UNI GZ,-0.306,,7243
MEMBER,UNI GZ,-0.306,,7245
MEMBER,UNI GZ,-0.306,,7261
MEMBER,UNI GZ,-0.306,,7263
MEMBER,UNI GZ,-0.306,,7265
MEMBER,UNI GZ,-0.306,,7266
MEMBER,UNI GZ,-0.306,,7283
MEMBER,UNI GZ,-0.306,,7284
MEMBER,UNI GZ,-0.306,,7285
MEMBER,UNI GZ,-0.306,,7286
MEMBER,UNI GZ,-0.306,,7297
MEMBER,UNI GZ,-0.306,,7298
MEMBER,UNI GZ,-0.306,,7299
MEMBER,UNI GZ,-0.306,,7300
MEMBER,UNI GZ,-0.306,,7311
MEMBER,UNI GZ,-0.306,,7312
MEMBER,UNI GZ,-0.306,,7324
MEMBER,UNI GZ,-0.306,,7325
MEMBER,UNI GZ,-0.306,,7336
MEMBER,UNI GZ,-0.306,,7337
MEMBER,UNI GZ,-0.306,,7361
MEMBER,UNI GZ,-0.306,,7362
MEMBER,UNI GZ,-0.306,,7373
MEMBER,UNI GZ,-0.306,,7374
MEMBER,UNI GZ,-0.306,,7394
MEMBER,UNI GZ,-0.306,,7395
MEMBER,UNI GZ,-0.306,,7406
MEMBER,UNI GZ,-0.306,,7407
MEMBER,UNI GZ,-0.306,,7417
MEMBER,UNI GZ,-0.306,,7418
MEMBER,UNI GZ,-0.306,,7424
MEMBER,UNI GZ,-0.306,,7426
MEMBER,UNI GZ,-0.306,,7427
MEMBER,UNI GZ,-0.306,,7438
MEMBER,UNI GZ,-0.306,,7439
MEMBER,UNI GZ,-0.306,,7486
MEMBER,UNI GZ,-0.306,,7487
MEMBER,UNI GZ,-0.306,,7498
MEMBER,UNI GZ,-0.306,,7499
MEMBER,UNI GZ,-0.306,,7501
MEMBER,UNI GZ,-0.306,,7502
MEMBER,UNI GZ,-0.306,,7508
MEMBER,UNI GZ,-0.306,,7518
MEMBER,UNI GZ,-0.306,,7519
MEMBER,UNI GZ,-0.306,,7530
MEMBER,UNI GZ,-0.306,,7531
MEMBER,UNI GZ,-0.306,,7551
MEMBER,UNI GZ,-0.306,,7552
MEMBER,UNI GZ,-0.306,,7563
MEMBER,UNI GZ,-0.306,,7564
MEMBER,UNI GZ,-0.306,,7588
MEMBER,UNI GZ,-0.306,,7589
MEMBER,UNI GZ,-0.306,,7600
MEMBER,UNI GZ,-0.306,,7601
MEMBER,UNI GZ,-0.306,,7613
MEMBER,UNI GZ,-0.306,,7614
MEMBER,UNI GZ,-0.306,,7625
MEMBER,UNI GZ,-0.306,,7626
MEMBER,UNI GZ,-0.306,,7627
MEMBER,UNI GZ,-0.306,,7628
MEMBER,UNI GZ,-0.306,,7639
MEMBER,UNI GZ,-0.306,,7640
MEMBER,UNI GZ,-0.306,,7642
MEMBER,UNI GZ,-0.306,,7643
MEMBER,UNI GZ,-0.306,,7660
MEMBER,UNI GZ,-0.306,,7661
MEMBER,UNI GZ,-0.306,,7662
MEMBER,UNI GZ,-0.306,,7664
MEMBER,UNI GZ,-0.306,,7680
MEMBER,UNI GZ,-0.306,,7682
MEMBER,UNI GZ,-0.306,,8947
MEMBER,UNI GZ,-0.306,,8949
MEMBER,UNI GZ,-0.321,,799
MEMBER,UNI GZ,-0.321,,874
MEMBER,UNI GZ,-0.321,,912
MEMBER,UNI GZ,-0.321,,945
MEMBER,UNI GZ,-0.321,,963
MEMBER,UNI GZ,-0.321,,982
MEMBER,UNI GZ,-0.321,,1014
MEMBER,UNI GZ,-0.321,,1040
MEMBER,UNI GZ,-0.321,,1058
MEMBER,UNI GZ,-0.321,,1091
MEMBER,UNI GZ,-0.321,,1129
MEMBER,UNI GZ,-0.321,,1183
MEMBER,UNI GZ,-0.321,,1790
MEMBER,UNI GZ,-0.321,,1791
MEMBER,UNI GZ,-0.321,,1802
MEMBER,UNI GZ,-0.321,,1803
MEMBER,UNI GZ,-0.321,,1804
MEMBER,UNI GZ,-0.321,,1805
MEMBER,UNI GZ,-0.321,,1816
MEMBER,UNI GZ,-0.321,,1817
MEMBER,UNI GZ,-0.321,,3114
MEMBER,UNI GZ,-0.321,,3115
MEMBER,UNI GZ,-0.321,,3116
MEMBER,UNI GZ,-0.321,,3117
MEMBER,UNI GZ,-0.321,,3118
MEMBER,UNI GZ,-0.321,,3119
MEMBER,UNI GZ,-0.321,,3120
MEMBER,UNI GZ,-0.321,,3121
MEMBER,UNI GZ,-0.321,,3122
MEMBER,UNI GZ,-0.321,,3123
MEMBER,UNI GZ,-0.321,,3124
MEMBER,UNI GZ,-0.321,,3125
MEMBER,UNI GZ,-0.321,,7264
MEMBER,UNI GZ,-0.321,,7338
MEMBER,UNI GZ,-0.321,,7375
MEMBER,UNI GZ,-0.321,,7408
MEMBER,UNI GZ,-0.321,,7425
MEMBER,UNI GZ,-0.321,,7444
MEMBER,UNI GZ,-0.321,,7475
MEMBER,UNI GZ,-0.321,,7500
MEMBER,UNI GZ,-0.321,,7517
MEMBER,UNI GZ,-0.321,,7550
MEMBER,UNI GZ,-0.321,,7587
MEMBER,UNI GZ,-0.321,,7641
MEMBER,UNI GZ,-0.321,,8185
MEMBER,UNI GZ,-0.321,,8186
MEMBER,UNI GZ,-0.321,,8197
MEMBER,UNI GZ,-0.321,,8198
MEMBER,UNI GZ,-0.321,,8199
MEMBER,UNI GZ,-0.321,,8200
MEMBER,UNI GZ,-0.321,,8211
MEMBER,UNI GZ,-0.321,,8212
MEMBER,UNI GZ,-0.321,,8920
MEMBER,UNI GZ,-0.321,,8921
MEMBER,UNI GZ,-0.321,,8922
MEMBER,UNI GZ,-0.321,,8923
MEMBER,UNI GZ,-0.321,,8924
MEMBER,UNI GZ,-0.321,,8925
MEMBER,UNI GZ,-0.321,,8926
MEMBER,UNI GZ,-0.321,,8927
MEMBER,UNI GZ,-0.321,,8928
MEMBER,UNI GZ,-0.321,,8929
MEMBER,UNI GZ,-0.321,,8930
MEMBER,UNI GZ,-0.321,,8931
MEMBER,UNI GZ,-0.642,,802
MEMBER,UNI GZ,-0.642,,817
MEMBER,UNI GZ,-0.642,,891
MEMBER,UNI GZ,-0.642,,896
MEMBER,UNI GZ,-0.642,,946
MEMBER,UNI GZ,-0.642,,951
MEMBER,UNI GZ,-0.642,,983
MEMBER,UNI GZ,-0.642,,988
MEMBER,UNI GZ,-0.642,,1015
MEMBER,UNI GZ,-0.642,,1020
MEMBER,UNI GZ,-0.642,,1051
MEMBER,UNI GZ,-0.642,,1056
MEMBER,UNI GZ,-0.642,,1106
MEMBER,UNI GZ,-0.642,,1111
MEMBER,UNI GZ,-0.642,,1186
MEMBER,UNI GZ,-0.642,,1201
MEMBER,UNI GZ,-0.642,,7267
MEMBER,UNI GZ,-0.642,,7282
MEMBER,UNI GZ,-0.642,,7355
MEMBER,UNI GZ,-0.642,,7360
MEMBER,UNI GZ,-0.642,,7409
MEMBER,UNI GZ,-0.642,,7414
MEMBER,UNI GZ,-0.642,,7445
MEMBER,UNI GZ,-0.642,,7450
MEMBER,UNI GZ,-0.642,,7476
MEMBER,UNI GZ,-0.642,,7481
MEMBER,UNI GZ,-0.642,,7511
MEMBER,UNI GZ,-0.642,,7516
MEMBER,UNI GZ,-0.642,,7565
MEMBER,UNI GZ,-0.642,,7570
MEMBER,UNI GZ,-0.642,,7644
MEMBER,UNI GZ,-0.642,,7659
MEMBER,UNI GZ,-2,,623
MEMBER,UNI GZ,-2,,624
MEMBER,UNI GZ,-2,,625
MEMBER,UNI GZ,-2,,626
MEMBER,UNI GZ,-2,,627
MEMBER,UNI GZ,-2,,628
MEMBER,UNI GZ,-2,,629
MEMBER,UNI GZ,-2,,630
MEMBER,UNI GZ,-2,,631
MEMBER,UNI GZ,-2,,632
MEMBER,UNI GZ,-2,,633
MEMBER,UNI GZ,-2,,634
MEMBER,UNI GZ,-2,,635
MEMBER,UNI GZ,-2,,636
MEMBER,UNI GZ,-2,,637
MEMBER,UNI GZ,-2,,638
MEMBER,UNI GZ,-2,,639
MEMBER,UNI GZ,-2,,640
MEMBER,UNI GZ,-2,,641
MEMBER,UNI GZ,-2,,642
MEMBER,UNI GZ,-2,,643
MEMBER,UNI GZ,-2,,644
MEMBER,UNI GZ,-2,,755
MEMBER,UNI GZ,-2,,756
MEMBER,UNI GZ,-2,,757
MEMBER,UNI GZ,-2,,758
MEMBER,UNI GZ,-2,,759
MEMBER,UNI GZ,-2,,760
MEMBER,UNI GZ,-2,,761
MEMBER,UNI GZ,-2,,762
MEMBER,UNI GZ,-2,,763
MEMBER,UNI GZ,-2,,764
MEMBER,UNI GZ,-2,,765
MEMBER,UNI GZ,-2,,766
MEMBER,UNI GZ,-2,,767
MEMBER,UNI GZ,-2,,768
MEMBER,UNI GZ,-2,,769
MEMBER,UNI GZ,-2,,770
MEMBER,UNI GZ,-2,,771
MEMBER,UNI GZ,-2,,772
MEMBER,UNI GZ,-2,,773
MEMBER,UNI GZ,-2,,774
MEMBER,UNI GZ,-2,,775
MEMBER,UNI GZ,-2,,776
MEMBER,UNI GZ,-2,,799
MEMBER,UNI GZ,-2,,802
MEMBER,UNI GZ,-2,,817
MEMBER,UNI GZ,-2,,874
MEMBER,UNI GZ,-2,,891
MEMBER,UNI GZ,-2,,896
MEMBER,UNI GZ,-2,,912
MEMBER,UNI GZ,-2,,945
MEMBER,UNI GZ,-2,,946
MEMBER,UNI GZ,-2,,951
MEMBER,UNI GZ,-2,,963
MEMBER,UNI GZ,-2,,982
MEMBER,UNI GZ,-2,,983
MEMBER,UNI GZ,-2,,988
MEMBER,UNI GZ,-2,,1014
MEMBER,UNI GZ,-2,,1015
MEMBER,UNI GZ,-2,,1020
MEMBER,UNI GZ,-2,,1040
MEMBER,UNI GZ,-2,,1051
MEMBER,UNI GZ,-2,,1056
MEMBER,UNI GZ,-2,,1058
MEMBER,UNI GZ,-2,,1091
MEMBER,UNI GZ,-2,,1106
MEMBER,UNI GZ,-2,,1111
MEMBER,UNI GZ,-2,,1129
MEMBER,UNI GZ,-2,,1183
MEMBER,UNI GZ,-2,,1186
MEMBER,UNI GZ,-2,,1201
MEMBER,UNI GZ,-2,,1227
MEMBER,UNI GZ,-2,,1228
MEMBER,UNI GZ,-2,,1229
MEMBER,UNI GZ,-2,,1230
MEMBER,UNI GZ,-2,,1231
MEMBER,UNI GZ,-2,,1232
MEMBER,UNI GZ,-2,,1233
MEMBER,UNI GZ,-2,,1234
MEMBER,UNI GZ,-2,,1235
MEMBER,UNI GZ,-2,,1236
MEMBER,UNI GZ,-2,,1237
MEMBER,UNI GZ,-2,,1238
MEMBER,UNI GZ,-2,,1299
MEMBER,UNI GZ,-2,,1300
MEMBER,UNI GZ,-2,,1301
MEMBER,UNI GZ,-2,,1302
MEMBER,UNI GZ,-2,,1303
MEMBER,UNI GZ,-2,,1304
MEMBER,UNI GZ,-2,,1305
MEMBER,UNI GZ,-2,,1306
MEMBER,UNI GZ,-2,,1307
MEMBER,UNI GZ,-2,,1308
MEMBER,UNI GZ,-2,,1309
MEMBER,UNI GZ,-2,,1310
MEMBER,UNI GZ,-2,,3114
MEMBER,UNI GZ,-2,,3115
MEMBER,UNI GZ,-2,,3116
MEMBER,UNI GZ,-2,,3117
MEMBER,UNI GZ,-2,,3118
MEMBER,UNI GZ,-2,,3119
MEMBER,UNI GZ,-2,,3120
MEMBER,UNI GZ,-2,,3121
MEMBER,UNI GZ,-2,,3122
MEMBER,UNI GZ,-2,,3123
MEMBER,UNI GZ,-2,,3124
MEMBER,UNI GZ,-2,,3125
MEMBER,UNI GZ,-2,,5749
MEMBER,UNI GZ,-2,,5750
MEMBER,UNI GZ,-2,,5751
MEMBER,UNI GZ,-2,,5752
MEMBER,UNI GZ,-2,,5753
MEMBER,UNI GZ,-2,,5754
MEMBER,UNI GZ,-2,,5755
MEMBER,UNI GZ,-2,,5756
MEMBER,UNI GZ,-2,,5757
MEMBER,UNI GZ,-2,,5758
MEMBER,UNI GZ,-2,,5759
MEMBER,UNI GZ,-2,,5760
MEMBER,UNI GZ,-2,,5821
MEMBER,UNI GZ,-2,,5822
MEMBER,UNI GZ,-2,,5823
MEMBER,UNI GZ,-2,,5824
MEMBER,UNI GZ,-2,,5825
MEMBER,UNI GZ,-2,,5826
MEMBER,UNI GZ,-2,,5827
MEMBER,UNI GZ,-2,,5828
MEMBER,UNI GZ,-2,,5829
MEMBER,UNI GZ,-2,,5830
MEMBER,UNI GZ,-2,,5831
MEMBER,UNI GZ,-2,,5832
MEMBER,UNI GZ,-2,,7264
MEMBER,UNI GZ,-2,,7267
MEMBER,UNI GZ,-2,,7282
MEMBER,UNI GZ,-2,,7338
MEMBER,UNI GZ,-2,,7355
MEMBER,UNI GZ,-2,,7360
MEMBER,UNI GZ,-2,,7375
MEMBER,UNI GZ,-2,,7408
MEMBER,UNI GZ,-2,,7409
MEMBER,UNI GZ,-2,,7414
MEMBER,UNI GZ,-2,,7425
MEMBER,UNI GZ,-2,,7444
MEMBER,UNI GZ,-2,,7445
MEMBER,UNI GZ,-2,,7450
MEMBER,UNI GZ,-2,,7475
MEMBER,UNI GZ,-2,,7476
MEMBER,UNI GZ,-2,,7481
MEMBER,UNI GZ,-2,,7500
MEMBER,UNI GZ,-2,,7511
MEMBER,UNI GZ,-2,,7516
MEMBER,UNI GZ,-2,,7517
MEMBER,UNI GZ,-2,,7550
MEMBER,UNI GZ,-2,,7565
MEMBER,UNI GZ,-2,,7570
MEMBER,UNI GZ,-2,,7587
MEMBER,UNI GZ,-2,,7641
MEMBER,UNI GZ,-2,,7644
MEMBER,UNI GZ,-2,,7659
MEMBER,UNI GZ,-2,,7684
MEMBER,UNI GZ,-2,,7685
MEMBER,UNI GZ,-2,,7686
MEMBER,UNI GZ,-2,,7687
MEMBER,UNI GZ,-2,,7688
MEMBER,UNI GZ,-2,,7689
MEMBER,UNI GZ,-2,,7690
MEMBER,UNI GZ,-2,,7691
MEMBER,UNI GZ,-2,,7692
MEMBER,UNI GZ,-2,,7693
MEMBER,UNI GZ,-2,,7694
MEMBER,UNI GZ,-2,,7695
MEMBER,UNI GZ,-2,,7756
MEMBER,UNI GZ,-2,,7757
MEMBER,UNI GZ,-2,,7758
MEMBER,UNI GZ,-2,,7759
MEMBER,UNI GZ,-2,,7760
MEMBER,UNI GZ,-2,,7761
MEMBER,UNI GZ,-2,,7762
MEMBER,UNI GZ,-2,,7763
MEMBER,UNI GZ,-2,,7764
MEMBER,UNI GZ,-2,,7765
MEMBER,UNI GZ,-2,,7766
MEMBER,UNI GZ,-2,,7767
MEMBER,UNI GZ,-2,,8920
MEMBER,UNI GZ,-2,,8921
MEMBER,UNI GZ,-2,,8922
MEMBER,UNI GZ,-2,,8923
MEMBER,UNI GZ,-2,,8924
MEMBER,UNI GZ,-2,,8925
MEMBER,UNI GZ,-2,,8926
MEMBER,UNI GZ,-2,,8927
MEMBER,UNI GZ,-2,,8928
MEMBER,UNI GZ,-2,,8929
MEMBER,UNI GZ,-2,,8930
MEMBER,UNI GZ,-2,,8931
MEMBER,UNI GZ,-2,,8982
MEMBER,UNI GZ,-2,,8983
MEMBER,UNI GZ,-2,,8984
MEMBER,UNI GZ,-2,,8985
MEMBER,UNI GZ,-2,,8986
MEMBER,UNI GZ,-2,,8987
MEMBER,UNI GZ,-2,,8988
MEMBER,UNI GZ,-2,,8989
MEMBER,UNI GZ,-2,,8990
MEMBER,UNI GZ,-2,,8991
MEMBER,UNI GZ,-2,,9042
MEMBER,UNI GZ,-2,,9043
MEMBER,UNI GZ,-2,,9044
MEMBER,UNI GZ,-2,,9045
MEMBER,UNI GZ,-2,,9046
MEMBER,UNI GZ,-2,,9047
MEMBER,UNI GZ,-2,,9048
MEMBER,UNI GZ,-2,,9049
MEMBER,UNI GZ,-2,,9050
MEMBER,UNI GZ,-2,,9051
MEMBER,UNI GZ,-1.5,,1522
MEMBER,UNI GZ,-1.5,,1543
MEMBER,UNI GZ,-1.5,,1571
MEMBER,UNI GZ,-1.5,,1599
MEMBER,UNI GZ,-1.5,,1613
MEMBER,UNI GZ,-1.5,,1627
MEMBER,UNI GZ,-1.5,,1648
MEMBER,UNI GZ,-1.5,,1676
MEMBER,UNI GZ,-1.5,,1704
MEMBER,UNI GZ,-1.5,,9881
MEMBER,UNI GZ,-1.5,,9885
MEMBER,UNI GZ,-1.5,,9909
MEMBER,UNI GZ,-1.5,,9912
MEMBER,UNI GZ,-1.5,,9916
MEMBER,UNI GZ,-1.5,,9920
MEMBER,UNI GZ,-1.5,,9922
MEMBER,UNI GZ,-1.5,,9924
MEMBER,UNI GZ,-1.5,,9927
MEMBER,UNI GZ,-1.5,,9931
MEMBER,UNI GZ,-1.5,,9935
MEMBER,UNI GZ,-1.5,,9937
MEMBER,UNI GZ,-1.5,,9941
MEMBER,UNI GZ,-1.5,,9965
MEMBER,UNI GZ,-1.5,,9968
MEMBER,UNI GZ,-1.5,,9972
