N,X,Y,Z
1618,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4
1617,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4
1616,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4
1615,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4
1614,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4
1634,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1633,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1632,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*X3/3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1631,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-X3/3 + X3),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1630,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1629,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4/3),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1628,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 - X4/3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1627,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1626,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1625,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6/3),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1624,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 - X6/3 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1623,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1622,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7/3),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1621,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 - X7/3 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1620,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y1,Z4
1638,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - M4 - M5 + Y4),-M6 + Z4 + Z5
1637,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M2/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - M4 - M5 + Y4),-M6 + Z4 + Z5
1636,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M2/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - M4 - M5 + Y4),-M6 + Z4 + Z5
1635,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - M4 - M5 + Y4),-M6 + Z4 + Z5
1639,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,-M6 + Z4 + Z5
1643,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4 + M5),-M6 + Z4 + Z5
1642,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M2/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4 + M5),-M6 + Z4 + Z5
1641,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M2/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4 + M5),-M6 + Z4 + Z5
1640,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4 + M5),-M6 + Z4 + Z5
1645,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z5
1644,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z5
1647,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 + Y4),Z4 + Z5
1646,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 + Y4),Z4 + Z5
1649,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - M4/3 + Y4),Z4 + Z5
1648,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - M4/3 + Y4),Z4 + Z5
1651,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - 2*M4/3 + Y4),Z4 + Z5
1650,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - 2*M4/3 + Y4),Z4 + Z5
1653,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - M4 + Y4),Z4 + Z5
1652,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - M4 + Y4),Z4 + Z5
1655,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - M4 - M5 + Y4),Z4 + Z5
1654,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-M3 - M4 - M5 + Y4),Z4 + Z5
1657,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4 + M5),Z4 + Z5
1656,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4 + M5),Z4 + Z5
1659,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4),Z4 + Z5
1658,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4),Z4 + Z5
1661,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4*2/3),Z4 + Z5
1660,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4*2/3),Z4 + Z5
1663,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4/3),Z4 + Z5
1662,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (M3 + M4/3),Z4 + Z5
1665,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - M3,Z4 + Z5
1664,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - M3,Z4 + Z5
1667,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z5
1666,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z5
1669,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - Z6*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z6
1668,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - Z6*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z6
1671,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - Z6*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z6
1670,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - Z6*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z6
1673,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - Z6*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z6
1672,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - Z6*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z6
1678,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7
1677,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - Z7*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7
1676,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7
1675,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7
1674,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - Z7*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7
1679,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z4 + Z7
1680,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z4 + Z7
1683,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z7
1682,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - Z7*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z7
1681,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - Z7*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z7
1684,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z4 + Z7
1685,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z4 + Z7
1688,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z7
1687,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - Z7*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z7
1686,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - Z7*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z7
1698,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7
1697,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7
1696,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - Z7*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7
1695,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7
1694,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7
1693,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7
1692,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7
1691,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - Z7*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7
1690,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X8),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7
1689,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X8 + X9),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7
1700,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z8
1699,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z8
1702,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z8
1701,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z8
1707,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7
1706,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*Z7*2*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7
1705,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7
1704,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7
1703,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - 2*Z7*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7
1708,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z4 + 2*Z7
1709,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z4 + 2*Z7
1712,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + 2*Z7
1711,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*Z7*2*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + 2*Z7
1710,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - 2*Z7*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + 2*Z7
1713,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z4 + 2*Z7
1714,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z4 + 2*Z7
1717,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + 2*Z7
1716,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*Z7*2*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + 2*Z7
1715,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - 2*Z7*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + 2*Z7
1725,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7
1724,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*Z7*2*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7
1723,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7
1722,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7
1721,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7
1720,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7
1719,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - 2*Z7*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7
1718,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X8),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7
1731,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
1730,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
1729,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
1728,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
1727,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
1726,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
1732,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z4 + Z9
1733,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*3/4,Z4 + Z9
